User Name,Star,Review Title,Review Text,Review Posted Time
tinhdanh,10,One of the best Marvel Films of all time,This movie has a great storyline and a ton of action pack scenes. I'd watch this movie again but the trailers exposed too much. Overall this was a great movie and deserves 700+ million box office.,26-Sep-21
katimcbride,10,Beautiful Film - just as many laughs as there were tears,"I found this story to be incredibly moving and I absolutely loved the story. My partner and I spent the entire ride home comparing notes and gushing about the acting. Anyone who says ""the acting is ok"" is using that BS to support their overall dislike for the film *or* they've recently changed their meds. I was surprised at how well Awkwafina's character fit into it all. She was an anchor for the main character to the life he ran away to. She had purpose - especially in the end.

They all had great character development and I loved the story. The antagonist killed it and he just layers upon layers. The main characters acting was outstanding.

I cried through a lot of this film. At several points I asked myself why the hell I was crying so much (wait... did I recently change meds?!). Maybe it's the family loss that hit home. They brought in other characters from the MCU and it was nice seeing so many other movies threaded into this.

I'm surprised at anything less than 7 stars. This film was great entertainment and I'll be first in line for the sequel.",24-Sep-21
adambean-884-462055,9,Quite Impressive,"With the natural expectations weighted on this movie, it was quite incredible. Plot was surprising/neat and the fighting was just amazing. I thought it was respectful of Eastern media and really praised a few cultures together. Aquafina also did well to be enjoyable but not annoying. Very well done.",19-Sep-21
cwkenreich,8,"Not original, but still nicely executed","Let's face it, Shang-chi is pretty much Black Panther with an all Asian cast. I'm sure this sounds rather cynical but here me out: the first half of the film is a down-to-earth James Bond kind of film, then our protagonist reunited with his family halfway through and is transported to a fantasy world, only to have internal family conflicts drive the rest of the plot. Sound familiar? I'm in no way saying the two are parallels but this overarching story arc is becoming cliche. Black Widow was sort of guilty of this in a way, but was still unique in its own right, for better or for worse. In the case of Shang-Chi, the plot was extremely predictable. He would inevitably reunite with his family and battle his father. That didn't strip the film of all suspense, but Marvel screenwriting remains an Achilles heal.

Wew! Now that I've got that out of the way, here's everything I loved about this movie: this has the GREATEST fight choreography of any Marvel movie Ever. There was this beautiful, majestic rhythm and flow to every single action scene that at many parts gave me literal goosebumps. For once, the CGI complimented the action beautifully without making me cringe. In a way it was like a remake of Crouching Tiger, Hidden Dragon. In addition, the acting was above average for a Marvel movie. The complex motivations of the hero and villain were realistically portrayed. Speaking of the villain, Xu Wenwu deserves a spot next to Thanos and Killmonger as one of Marvel's greatest antagonists. And compare to the snooze-fest that was Black Widow, the plot was flying as fast as a dragon. Finally, the cherry on top, Awkwafina and the hilarious comic-relief she infused into this whole story. Her style was really reminiscent of Guardians of the Galaxy. The film wouldn't have been nearly as entertaining without her.

Overall, this definitely exceeded expectations (although they were pretty low after Black Widow). It's a pleasing popcorn movie with enough complexity and artistry to garner some awards. And for Marvel fans, it's clear Shang-Chi's existence in this universe is a game changer.",19-Sep-21
nikiforoval,3,Disappointment,"People voted 8-10, rly? For what? Story line is primitive and the gaps filled with some martial arts. ""and the Legend of the Ten Rings"" there was no any legend at all, just rings which give some super powers we see them in the begging of the movie and at the end. Producers added Ben Kingsley and Benedict Wong to tailor Shang-Chi to other MCU movies, but it feels so disconnected like Billy Bob Thornton as a Santa in Bad Santa. Michelle Yeoh is playing Crouching Tiger again, it's so SAD that Hollywood does not give her non-kung-fu roles, she has talent for sure.

In short, after 1hr I started to check my watch because the whole thing was so boring I just wanted it to end.",18-Sep-21
malcolmware-43168,7,Shang -chi 7/10,"Shang-chi is the basic marvel origin story formula, We as marvel fans kinda know the outline of these films by now. That being said the films best parts was its pacing it flowed really well and kept you as the audience really entertained and engaged in what's going on in the film. The films jokes landed well and the action in this film was better than a lot of the marvel films we have seen lately. The story of the film wasn't bad but wasn't anything super investing the best part of the movie really was the performance of the lead actors who play Shang chi and Katy.",14-Sep-21
chinandchin,8,"Now we know why Tony Leung, not Jacky Chan","I was so excited to see this just becos of Tony Leung, and he pulled this off amazingly. He probably the few or actually the only one villian that you love in the MCU. All the casts are good, the sister is a bit soft but ok. Anyways, it's a fun movie, and if you like Tony Leung, you have to see this, this film will make you love Tony even more.",14-Sep-21
Kokyelagroudy,10,Shang-Chi Review (9/11/2021),"This is the first movie to see in theaters since Covid-19 and let me tell you something, the movie is visually stunning and I mean the graphics, cinematography, and the colorful nature of Macau. The acting was great and had some heart (better in my opinion than Black widow) especially Simu Liu, Awkwafina, Meng'er Zhang, Tony Chiu-Wai Leung, and Michelle Yoeh. The soundtrack was very good. The film has some morals (something that I like to have in movies) like family and history protection, and the Asian issues in America. At the end, it's a very good movie to see in theaters with family. I give the movie 10/10.",11-Sep-21
Ynocrozplatfom,6,At least it looks stunning,"A movie with clear and crisp visuals that blends Chinese Kung Fu with CGI to perfection, but this seems to come at a cost of a weak and underdeveloped plot with misplaced priorities that prevents the audience from investing into the characters.",10-Sep-21
legobuilderpro,8,Ten rings,"I really had fun with this new Marvel movie, I didn't know who Shang-Chi was but I did my research on the character and went in on what I learned.

Simu liu was awesome as Shang-Chi and played the character amazingly, Awkwafina was pretty funny and likable.

The fight scenes and stunts were all really well choreographed and really cool seeing.

I really liked the villain and the connection to the hero and the final fight. I found it amazing.

Another great addition to the MCU.",9-Sep-21
mikecalla,6,Spoilers: Beautiful....but...,null,8-Sep-21
dannylee-78082,7,Solid solid,null,7-Sep-21
esilvamarco,10,Marvel's Cultural Reset,"Shang-Chi was a great surprise! Didn't expect to enjoy it as much as I did. It is ranked high up amongst other Marvel's great blockbusters! Only had good things to say about this film. Great visuals, beautiful landscapes, action-packed scenes as well as the martial arts were the best ever captured on the big screen. The film felt authentic to the Chinese culture and the cast were perfect. The predominantly Asian & Asian-American cast shows an important step forward towards cultural representation in these big budget blockbuster films, and it's nice to not only see Asian characters presented with none of the all-too-common stereotypes. It was also great to see moments that allowed for strong women to have their time to shine without it feeling forced . The comedic moments and timing were spot on and added even more flavour to this great film.

A great start to Phase 4. Look forward to seeing these new characters and stories furthered in future Marvel movies.",7-Sep-21
rikeribhu,10,Amazing scenes and story,null,7-Sep-21
dhanushdharman,10,VISUAL TREAT💯,"To be honest i wasn't much interested to watch this movie even as a marvel fan..but my friends forced me to watch it and now i am guilty ...what was i thinking to be not interested in such a masterpiece?? Even the 1 star reviewers liked this movie,they just dont want to admit it ( in my opinion) .my advice for the poeple who are going to watch it is please make sure that the first time you watch this movie should be in theatres,its just a whole different experience.",7-Sep-21
dawsondagnyc,8,Pros outweighed the cons,"Pros: Fight scenes Similar Li and Akwafina had a good connection Funny Good cgi

Cons: BMW plug Slow at times.",6-Sep-21
brianlo-15134,6,Tony Leung completely steals the show.,null,5-Sep-21
jacobjohntaylor,7,One of the better Marvel movies,"If I could I'd give it a 7.4 then I would! It had the right amount of comedy mixed with action and a decent storyline. The plot was a little bit predicable, but not overly cliche.",5-Sep-21
thanmaipurujith,10,Shang Chi,One of the best Marvel's film but in India it should be released in 3D For the best experience otherwise it is a good movie.,5-Sep-21
imrancse-82883,10,A fantastic movie,"Thoroughly enjoyed the movie. Very well made. Full of action, comedy, emotion!",4-Sep-21
dmoorejr,8,"Solid Story, Cgi was Eh","I was very impressed with the narrative of this film. Not predictable at all. Amazing fight choreography. Sometimes the action sequences were blurry, which was my only complaint. Great cast. Color grade was pretty good too.",4-Sep-21
stevenjackson-01402,4,"Simmer down, yes it's Marvel, but is it?","This movie has been much anticipated, but in my opinion it fell short.

Marvel to me is absolute gold (along with the Dark Knight saga).

This movie lacked humor (apart from Mr slattery). CGI was way over the top and wire fighting was too obvious. As a kung fu movie, this failed.",11-Sep-21
jesselmartinez-69391,4,Too overhyped,"The CGI was great but apart from it everything is just ok at the best, It didn't connect with any character at all. To be honest wait for the film to come on streaming services, not worth it to go to the cinema. The storyline was kind of confusing.",8-Sep-21
indronilpaul,6,Not That great,Very Predictable movie. Not that great as the review and ratings shows.,8-Sep-21
piranahh,10,Masterpiece,Marvels new master is shang chi Best action sequences with best bgm And best vfx and don't miss the credit scene.,4-Sep-21
mcadrianminecraft,10,VERY Great move.,"This movie does VERY well as a stand-alone movie to just take a step back from the huge marvel universe. Although what also makes it so great is the ties they make to the rest of the marvel universe so it feels like something new but also familiar. Plot was really great, and action scenes were amazing.

Great feel and aesthetics overall, really up there with Dr. Strange.",2-Sep-21
velusaragoppan,10,So Damn Good!,"This is how you take super ability and make it realistic. Nothing was overdone, not even the CGI. They took their time with the story development, yet there was enough tension between the characters to drive the fight scenes... What an amazing intro to some Shang Chi characters; Simu Liu is fantastic and the core of the film really sticks with the audience. This was legit.",2-Sep-21
joshuaxjerin,10,More than I expected,I can say with full confidence that this movie had the best action sequences than all the other marvel movies combined. It was really something I never could have expected ever from a movie I know very little about. Would definitely recommend this movie to watch in theatres.,2-Sep-21
bfilms17,10,The Best Origin Story in the MCU,"This move has literally everything. It's hilarious, got a crazy amount of action, and dragons (who doesn't like dragons!) I loved this movie the cast is perfect, great experience 10/10 no doubt. I don't know what it was missing but in my opinion it was the best Origin Story in the MCU undoubtedly.",24-Sep-21
stormplayz,8,Better than expected,"Action sequences are badass, Tony Leung and Simu Liu are terrific, and the film has a lot more emotional weight than I expected. Humor falls a little flat but this is an above-average MCU film.",24-Sep-21
HuziTheGreat,10,"Marvel Studios' ""Shang-Chi and the Legend of the Ten Rings"" Review","Marvel Studios' ""Shang-Chi and the Legend of the Ten Rings"" is the latest modern-day extension to the MCU? Guided to craft beautifully by Destin Daniel Cretton. Shang-Chi has a massive soulfulness that future MCU movies need to take notes on and that only Black Panther did so memorably. It occurred to me while watching this movie that it is genuinely no longer about the characters we focus on, but it is their adventure toward locating themselves, and we follow that adventure here in an amazing Superhero Oriental Fantasy blockbuster. Noticeably, the VFX, scene sets, costume designs, and the special effects themselves incredibly heightened the impact of the movie and allowed a symbolic impact on the awe-inspiring production value and, as a result, the aforementioned movie knocked out in dazzling heights on a beautiful scale because of the VFX. The movement sequences and choreography are polished and stunning. Narratively, the storyline continues incredibly, and we understand the moments of humour the MCU is so well-known for, and we are all here for it. This film divided me going to the cinema and waiting for a digital component! Because of COVID-19, however, I didn't need to have the entirety of Shang-Chi spoiled earlier on with leaks, thank goodness I went to the very first showing on the opening Thursday night, I have experienced Shang-Chi several times now and in extraordinarily different formats including 4D-X. This movie displays some of the most remarkably phenomenal combat performances in a Marvel movie I had never seen in this noticeable approach previously. The movie is formulaic and well-trodden territory for Marvel and has several exceptional visual effects layered in. Shang-Chi is such an enchanting movie to watch and even better on the biggest screen you can find, keeping safety in mind at all times! If you have seen Marvel movies consistently, you've got to know that the narrative is a predictable storyline for Marvel's superhero foundation adventures. This film is full of numerous great moments, with its battle sequences and action set pieces, which is arguably undoubtedly its major attraction. But Shang-Chi has given us some outstanding personalities and characters in a live-action film like Black Panther's did so on his solitary quest. Marvel Studios' Shang-Chi and the Legend of the Ten Rings is one of the most exceptional superhero movies I've watched in years, if not in the past decade. Simu Liu and Meng'er Zhang and Tony Leung Chiu Wai get considerable distinct and exceptional choreographed action choreography that we have not witnessed since Captain America: Winter Soldier. There is not any one thing like Shang-Chi I have seen before in the MCU, this film seems fresh. Shang-Chi feeds us with the deprived traditional antique sequences of martial craftsmanship, which we appreciate a lot as an audience and applauds in an incredible modern depiction. This is one of the better, exceptional Marvel films ever. I would recommend watching this one.",22-Sep-21
mohdarificc,10,Excellent moive,null,22-Sep-21
chrishomer-69515,7,Very entertaining,null,20-Sep-21
haithem-60273,10,Incredible story excellent visuals,I love this movie The story is unique and the emotion of loosing mother and the fatherhood is very very special well done marvel.,20-Sep-21
linda-glass,8,Surprisingly an amazing movie,"One of the best Marvel movies I've ever seen, was not expecting for it to be this good but it exceeded expectations far and beyond. Definitely recommend this!",20-Sep-21
idanshlomov,7,Overated in my eyes.,null,19-Sep-21
al-raisi,5,Average movie,"Average movie .

I don't know but it felt like a cartoonish fantasy movie .

More like kids entertainment.",7-Sep-21
looking_Work,7,Enjoyable But Forgettable,"Having been starved for a Marvel movie and after the fiasco that was Black Widow, I think many are rating this movie higher than it deserves.

A running time of 2hr and 13 min felt more like 2 and a half hrs. Awkwafina, meant to be the comedic sidekick, was completely out of place. She had no skill set, could not speak Chinese and was not particularly funny. I did not like the pacing particularly the numerous flashbacks to the past. Instead of attempting to subvert our expectations by springing surprises on the audience as it relates to a character's character it would have worked better to have a linear timeline. Doc Ock was not shown to be evil out of the box and then through flashbacks is it explained why he is the way he is.

Finally, I felt that cinematically you can see similarities between this movie and other martial arts movies released in the early 2000s (Hero, The Forbidden Kingdom) specifically in some fight scenes.",4-Sep-21
cyroskristi,1,The problem with this movie,"The problem with this movie is not that was that bad except few scenes , but was too boring - not interesting !",4-Sep-21
sLyG,3,Disappointment hasn't got enough syllables,It was a deluge of OTT. You could miss it and live a totally fulfilling life.,5-Sep-21
dulceatadeganduri,3,Worth a try,"As a positive thing, I liked the idea of combat without using so many and sophisticated weapons.",4-Sep-21
stanislavstalerondovic,10,SIMPLY BREATHTAKING,"Despite my high expectations, this movie was still better than i thought it would be. The post credit scene blew my mind and the CGI effects are top notch. Woul recommend everyone to watch it❗❗❗",2-Sep-21
themctier,3,PUT MY HUSBAND AND ME TO SLEEP,"First of all, my husband and I love superhero and sci-fi movies. We have seen most, if not all, of them either at home or on the big screen. We love the action, suspense, and thrills most of the movies provide. While this movie was visually appealing, it lacked the momentum that my husband and I are accustomed to from the MCU. Both of us fell asleep during the movie when things became so boring that we couldn't hold our eyes open. Towards the end, when they introduced the ""comedy relief,"" both my husband and I groaned. This movie did not need comedy relief; it needed action and suspense--neither of which appeared until the last 15 minutes of the movie. Compared to the last movie we saw, ""Free Guy,"" this movie fell flat on its face. Don't waste your money going to the theatre to see this; wait until it comes out on free Internet TV.",7-Sep-21
lacgratacos,5,"Had me in the first half, not gonna lie","The cast, music, choreography and comedic relief started very strong. And then it rushed... It feels as though the movie is split in two, taking a very different direction halfway, and it didn't do it justice.",5-Sep-21
eliaspersson-46934,7,Ok,"It was ok

Fctcyycctctcrcrctuvy ty y y. K h h k j f f i j h ju u h.",12-Sep-21
null,null,Actually Quite Lame,null,null
johnsuyuchu,4,Insulting and Unnecessary Details,"What is the purpose of having Ben Kingsley performing as Mandarin? Ironman Tony Stark is dead. I never liked Mandarin in the Ironman installments since it reminds me of the insulting Chinese evil character Fu Man Chu,

so why here in Shang-Chi. The character adds absolutely nothing to the movie plot line nor character development!

And Wong allowed to compete in an martial arts competition? Seruously?",6-Sep-21
Bigg_Bad,6,Decent but kind of meh,"The movie as a whole is a decent watch. It has some great ideas and fight scenes, but it all just seems a little shallow, and like the movie is scare of commit to anything so it just ends up falling like none of the great potential ever amounts to any thing.

The actor who portrays Shang Chi does a good job, but he unfortunately does not get much depth to work with, he starts and ends his character ark at basically the same spot, he does not really get any moments to express any real emotion.

For me there are 3 main problems.

1. The sister character is only there to show a female character can be a badass...""we know, don't cram it down our throats"" it makes it feel forced, and takes away the impact of the character. But the main problem of focusing so much on her is that the main character in the story never really gets enough time to develop a character.

2. The Mandarin, never feels really intimidating og loving, they try to be so middle of the road on everything with this character, that he neither feels believeable as any of those opposites or as ""real person"" in general. A shame because I don't think the actor is to blame, it is simply poor writing and directing.

3. Shang Chi, doesn't feel like he has much impact on the story, especially in the second half, where the is more focus on secondary roles than him. And his impact on the final battle is minimal at best. The first half of the movie is clearly the stongest, and goes kinda downhill from there.

There is one special cameo though, that is sure to delight and give some laughs.

Over all it was worth a watch, but not much more than that.",4-Sep-21
sine_1,10,Soooo good!!,"If you love marvel films you'll love this, huge amount of cgi but doesn't take away from the story or acting.",4-Sep-21
mdgalibalia,2,As usual Marvel movie,"Well, Marvel's phase 4 has started with an asian superhero. The introducing was good & also the first act.

But then, it got slower. Things seemed like mess. I'm talking about the storytelling. It could be so much better.

But you have to admit that actions were so fantastic as every Marvel films. Unique and spectacular sci fi actions. You can see clashing armies & big water bender dragons. This is all the movie has to show us. A misguided father & a mother who looks like Raya from Disney.

So much marshal arts, destruction etc.

Acting wasn't so good. You can see it totally that they gave their full efforts for the action scenes.

For me, as usual Marvel movie & I don't think I'm gonna watch this movie again in theatre 'cause it isn't worth that much.",3-Sep-21
salmanrajrocks,5,Below average movie,"Bit slow, poor writing, not so funny, boring ending.

Visuals are good.

This movie made black panther look good.",25-Sep-21
shaunabobauna,9,Yay Simu and Akwafina!,"Entertaining. Great effects, costumes, humour and cast. A fan of Simu's from Kim's Convenience so happy to see him get this monster role!! Akwafina is an adorable comic.",20-Sep-21
ks-07257,10,You don't watch any you tube video,Only watch movie enjoy this is a master piece a great great movie.,4-Sep-21
capradeepkalra,2,Don't know why it's rating is too high,Today I watched and find nothing special Nothing new and extraordinary.,10-Sep-21
asifaryan-98269,10,sang chi all marvel movie to best movie,null,2-Sep-21
dibashshakya,2,Opening of Phase 4!? Feels like the story writers and directors are lost...,It doesnt feel like a MARVEL movie at all!! Didnt like the movie... Felt like watching Fantastic Beasts and where to find them!! Boring Storyline.,28-Sep-21
kateymill,10,Beautiful film,"Best movie I've seen in a very long time. Beautiful story, beautiful imagery, great action scenes. Can't wait to watch again.",26-Sep-21
tadpole-596-918256,8,"Mobile trees, magic rings, threatening dragons . . .",null,23-Sep-21
ghostsm,8,Good movie if you don't expect it to be like the comic,"First off ,Tony Leung steals the movie. He's great as Shang-Chi's father and the head of Ten Rings (and not the Mandarin) .

The movies starts as kind of Jackie Chan style action flick and morphs into kind of Kaiju movie. Kind wish it remain a straight kung fu movie. Not a big fan how the finally scenes is huge CGI fight. I guess it wouldn't be an MCU movie without a CGI fight.

I felt the inclusion of Wong was little force in the middle of the movie.",22-Sep-21
Light52,8,A great Martial Arts film,"This is a beautiful film. There are some spectacular shots that you can tell are inspired by classes Chinese cinema. Wide shots of beautiful landscapes with real martial artists make you feel, sometimes, like you truly aren't just watching another Marvel movie, which even the best Marvel films struggle with.

The story is good, though it does too often rely on the standard Marvel plot points that are in almost all of these movies. But the film is truly lifted up by its incredible action. This is hands down the best action in the MCU, and after seeing Black Widow, which was terrible, cutting every half second during fights, this film utilizing wide shots and long takes was a breath of fresh air. There's a lot to love here and if it wasn't for some of the odd choices and the humor, which was about 50/50 hit or miss for me, then this would be a 10 star film. It's definitely worth watching.",19-Sep-21
jeffryscottanderson,2,Woeful.,Easily one of the dullest movies I've seen a while. Obvious pandering. No depth. Absolutely woeful...,18-Sep-21
fezannsattar,7,Great origin movie,null,17-Sep-21
jgreed-49807,6,Marvel canon,"It was typical marvel canon fodder. But that's not a bad thing. Its not ground breaking for the mcu. I think they mixed in iron fist elements, which I thought was tight. But otherwise it was like able characters, comedy, nice action and typical marvel stuff.",16-Sep-21
bob-the-movie-man,9,Ten Rings to rule them all...,"Positives:
This is Marvel at its best. A script (with Shakespearean undertones) that melds action with good character development and laugh-out-loud feelgood dialogue. The great thing is that you don't need to be a Marvel nerd to enjoy this one. Yes, there are some fabulous Easter Eggs for Marvel fans (and a wonderful return of a character from one of the early films). But its almost a standalone feature in its own right.


The action sequences are top-notch, particularly an early fight on a careering an Francisco ""bendy-bus"". Some great martial arts reminiscent of ""Crouching Tiger, Hidden Dragon"", made more exciting by the fact that the impressive Simu Liu did all his own stunts.






Negatives:






Timeline?: So, it took more of a Marvel nerd than I am (my wonderful daughter-in-law Bronwyn) to point out that although this film is set (largely) in the ""Present Day"", the events of ""Avengers: Endgame"" actually happen in 2023. So in the Marvel timeline, this is set in between Thanos's ""blip"" and ""the return"". This is the reason why Wong is present but not Doctor Strange, for example.

Summary Thoughts: Marvel goes East! This is a really entertaining addition to the franchise, mixing Marvel action with Eastern mysticism and martial arts. It's an impressive job by director and co-writer Destin Daniel Cretton, in only his second feature (he did ""Just Mercy"" in 2019).

As a Marvel film, there are of course end-credit scenes (""monkeys"" in onemannsmovies speak). A mid-title one is the best, bringing some additional Marvel characters into the mix. And there's a post-credits one which sets up for further sequels but which I found rather irritating.

It's ironic that a Marvel movie so right for the Chinese market - the first to be headlined by an Asian actor and with substantial Mandarin dialogue - might not get a release in China. According to this report, this appears to be for two reasons: firstly that the actor Simu Liu made some derogatory remarks about China in the past, and secondly that in the comics Shang Chi's father is Fu Manchu - a Western-derived character with racial overtones.

This doesn't seem to have hurt it so far. After less than two weeks of opening, it has made $262 million on a budget estimated to be $150-200 million.

(For the full graphical review and video check out #onemannsmovies on the web, Facebook and Tiktok. Thanks).",16-Sep-21
aitkenrender,8,Storytelling done right,This movie served as an introduction to a brand new character and a whole new world as we learned about all sorts of magical places. I felt a connection to the characters all the way through and really loved the new places and concepts. Really excited to see more of this character and place.,16-Sep-21
CinemaSerf,7,Visually spectacular if maybe a little bit flat on the story front.,"Having just enjoyed a series of Wong Kar-wei films, it was great to see the star of many of his classic features - Tony Leung - feature in this superior fantasy adventure. He is the man with the magical and all-powerful ten rings and two estranged children. It is only when his son ""Shaun"" (Simu Liu) has a lively altercation with some heavies on a San Francisco bus that he realises there is impending danger, seeks out his independently minded sister and before you know it, the family are - somewhat unwillingly - reunited and working together to rescue their late, lamented mother from the clutches of an evil being protected by a benign society led by Michelle Yeoh. To be honest, the story isn't the best - it's actually a little bit simple and predictable. That said, however, the characterisations are engaging and the action scenes are well staged and paced. There is an interesting underlying premiss that has to resonate now as the planet appears to be fighting back against mankind's accumulated indifference - the Elysian utopia that ""Xu Wenwu"" (Leung) must invade to rescue his wife being symbolic of the unspoilt elements of the planet that have no intention of rolling over peaceably whilst we impose ourselves on it. The production standards are typically high, with plenty of cute and dangerous beasties to suit and please all ages. There is also quite a fun series of scenes from Sir Ben Kingsley as a Liverpudlian poet (maybe his accent isn't the best!) before a stylishly crafted finale. All told, this is a thoroughly entertaining watch that at over two hours flies by.",15-Sep-21
johnnyhbtvs27,8,Marvel Do It Again,"Another great Marvel origin story. Cast are all excellent especially Awkwafina in a comedic role & Ben Kingsley getting some love after his undeserved trouncing as ""The Mandarin"" in Iron Man 3 (i liked it). Marvel have another winner on their hands.",14-Sep-21
tomfeltonjr-14488,8,Awesome a great movie,null,14-Sep-21
ravi0,9,Good origin movie,"Very good movie. Perfect casting,great visuals,Good story and direction makes it enjoyable.the screenplay was a little bit predictable like formulatic marvel movie. I totally recommend to see this one in theaters because it was made to have that kind of experience.",14-Sep-21
nunchakupapi,7,"A great martial arts film, compelling family story, but a run of the mill Marvel movie",null,12-Sep-21
rileycarr-33645,6,Would recommend (if you're already interested in it),"As the title says, I would recommend this movie to anyone who is already interested in it, as well as to anybody who is looking for a light kung fu inspired action comedy. I was largely disinterested in the dramatic scenes as I found the a little sitcomy feeling, which is fitting as both Simu Liu and Awkwafina have backgrounds in tv comedy series' , but it unfortunately left most of the drama feeling flat in my experience, I did find the action scenes and general sense of style (especially in the first act) to be quite commendable. Despite my general disinterest with the dramatic scenes I found the emotional climax to be quite compelling and well handled, so for these reasons I would recommend the movie to anyone who based on the promotional material is interested in seeing it, but I find myself weary to recommend anyone who found the promotional material to be disengaging as I did, as overall the movie was in my experience, just okay.",10-Sep-21
mizen1-1,9,Surprisingly good,Good kung fu coupled with good plot. Turned out to be very entertaining.,7-Sep-21
PyroSikTh,8,Phase Four is in Full Swing!,"Shang-Chi and the Legend of the Ten Rings far surpassed any expectations I had. It's easily the best Marvel movie post-Infinity Saga (I know, that's not exactly saying much), and is very promising for the quality of Marvel's next projects. We have probably the second best villain intimately tied to the origin of a new, entertaining, and capable hero full of potential, in a story that ties the universe together and teases upcoming events in tantalising and unexpected ways. The fight choreography was on point, the dialogue was seeped in cultural significance, the jokes all land, and the CGI is some of the best since Thanos himself. Shang-Chi is an all-out success for Marvel, it seems in multiple ways - both critically and financially. Really its only downfall is that at times this doesn't feel like that much of a movie about Shang-Chi himself purely because his origin is tied so closely to the story of the Ten Rings. Instead it's a Ten Rings movie featuring Shang-Chi, which is fine, but feels a bit weird for his introduction into the MCU. And yes, the Ten Rings are tied up with the Iron Man films perfectly, almost making the whole Aldrich Killian thing better in retrospect. I give Shang-Chi a high 8/10, with promise of moving up with rewatches.",7-Sep-21
Carycomic,10,Best action-movie I've seen all summer!,null,7-Sep-21
qmpyrsszf,9,Best fight scenes in marvel!!!!,"Overall the movie was absolutely fantastic!

Best origin story to any character in the MCU.

The jokes were timed very well and they were pretty hilarious. The villain and hero dynamic was very interesting. The fight scenes are by far the best in any superhero movie.",7-Sep-21
jackgdemoss,7,Beautiful but boring,"Let me preface this by saying that my enjoyment of the movie may have been dampered by a poor night's sleep. That being said, the middle 45 minutes of this film had me nearly falling asleep, literally. The character development just couldn't hook me at all because it felt like they kept revisiting the same points.

On a positive note, the visuals and martial arts are absolutely spectacular. The first act of the film contains most of the martial arts and it is so crisp and well-choreographed. The final act flexes all of the CGI dollas and they make they already big budget stretch far, with some of the more impressive sights you will see in a Marvel movie so far. This movie didn't quite hit the 8/10 for me to recommend people see it in theatres, but lets tack that up to me being tired and you go see it anyway!",7-Sep-21
felixrodriguez-23071,8,Would've been a 9,"What began as a middling Marvel film was taken up a few notches thanks to some well done fight choreography and heart. I would have rated this a 9. However, Awkwafina's acting and/or character wasn't needed past the first act. She seemed out of place and shoehorned in much of the film. Her voice and presence was annoying. Moreover, the controversy surrounding her was a distraction though warranted. I really hope she isn't brought back.",7-Sep-21
habibharidaspal,6,Not upto the Marvel standard.,"It's nothing but a larger than life chinese martial art movie in fantasy, action, adventure genre.....

No way upto Marvel standard.....

Yeah budget is high so the action sequences, VFX and graphics are great.....but the story or the theme is same as of those fantasy action adventure chinese movies.... it's nothing new.

Presenting a old dish adding some spices in new plate.... that's it.

I personally don't like it.",6-Sep-21
mr_sharma,7,Fun 2/3 and then a rather obvious and weak last third,"I enjoyed this more than Black Widow. Black Widow wasn't bad, but when you've had two great Spider-Man's, a fantastic Captain America or two and the amazing Infinity war....well Black Widow just seems meh.

But why are we talking about that when now we have Shang Chi.

To give it's complete title that would also include the legend of the 10 rings.

Overall I enjoyed this but the pity is the weak and predictable ending. The obligatory 2 end credit scenes are also there.

Where it excels is the first 2/3rds. It has a very Spider-Man feel to it in the sense of easy going humour. The fight scenes are great....although some seem simply contrived to show off martial arts being performed in a different to the usual place martial arts films usually have their fights.....but then Jackie Chan films have been doing this stuff decades ago. Still fun though.

There are some neat touches involving referencing characters introduced in other Marvel films which adds a different dimension and pleases some of the fan base.

But ultimately, it all winds up like a million other big budget fighting the monster in the end of film blockbuster. Lots of bangs, exposition, non sensical OTT fight scenes and a little perplexing how we even got here.

It suffers from sugar coated neatness.

After all, this film starts well with some dark tones along the way but ends up being too neat. Like a moral compass advert for how ideally one's life can be redeemed by not being a dick for a few seconds.

Still as popcorn movies go (and boy have we missed them these past two years), this is perfectly serviceable.

Nowhere on par with the two recent spideys. In fact, I'ld say if you can hold out till it gets to Disney+ next month (October 2021), watch it then for nothing more as it's included with your subscription.

I must say, Marvel (Disney) are churning out same ole same ole....nothing new whereas DC are knocking it out the park.....first with the excellently unsettling Joker and the recent The Suicide Squad. With The Batman possibly delivering on it's Riddler promise, we may have a shift back to DC in terms of power balance. This is surprising to me as DC have churned out some proper crud over the years.

I wish the scripts pushed the envelope by telling interesting, engaging and intelligent stories.

Unfortunately, there really is nothing original or revealing about Shang Chi. It's a safe film. Fun but ultimately forgettable.",5-Sep-21
kumar-neelesh1996,7,Watch it for the Philosophy.,"I entered the theatre to watch 'Shang Chi and the Legend of the Ten Rings' with skepticism as I was pretty much disappointed with the Phase 4 of Marvel films. Though, the story is predictable, it is the Philosophy that makes the film worthwhile. The Philosophy of Maya which is unexplored in films from Indian subcontinent despite having the origins from the same and Hollywood doing justice to the dogma, oh boy, I am thrilled. Kudos, Marvel.",5-Sep-21
ljs-acts28,7,Above Average MCU Entry and a pleasant surprise,"My preconception of this film was ""meh"" as I didn't feel it would be a significant entry to the MCU canon. Luckily my 17 year old son really wanted to see it so when I suggested an impromptu trip to the cinema that was the film ""we"" chose.

It's tempting to make comparisons to ""Black Panther"" as I felt the representation of Chinese people and culture was similar to the African representation in BP but it stands alone in its own right and there are some great call backs to Phase 1 which I won't spoil. MCU fans you won't be disappointed.",5-Sep-21
